entry,at,order
"""kz @ 0a6Ik_ZRiT"" posts a big blind of 10",2021-04-23T06:01:35.878Z,161915769587912
"""Eric @ dei7kEnUlw"" posts a small blind of 5",2021-04-23T06:01:35.878Z,161915769587911
"Your hand is 5♥, 6♥",2021-04-23T06:01:35.878Z,161915769587904
"Player stacks: #1 ""Adi @ YH01OuL_N3"" (2689) | #2 ""TMILZ$ @ NfALsuXjZ9"" (2395) | #3 ""cw @ CE0qz3cL7r"" (2690) | #4 ""nik @ fYiRGQheT5"" (836) | #5 ""Eric @ dei7kEnUlw"" (1083) | #7 ""kz @ 0a6Ik_ZRiT"" (1135) | #8 ""GGGGunit @ BSJhpWucQ9"" (250) | #9 ""kmoney @ 207qEauJ4R"" (1011) | #10 ""GQ @ Tj43FUuDGB"" (1765)",2021-04-23T06:01:35.878Z,161915769587901
"-- starting hand #84  (No Limit Texas Hold'em) (dealer: ""nik @ fYiRGQheT5"") --",2021-04-23T06:01:35.878Z,161915769587900
"-- ending hand #83 --",2021-04-23T06:01:26.834Z,161915768683703
"""Eric @ dei7kEnUlw"" shows a 7♥, 5♥.",2021-04-23T06:01:26.834Z,161915768683702
"""kz @ 0a6Ik_ZRiT"" collected 180 from pot with Two Pair, 6's & 2's (combination: 6♥, 6♣, 2♠, 2♦, Q♣)",2021-04-23T06:01:26.834Z,161915768683701
"""kz @ 0a6Ik_ZRiT"" shows a 6♥, 6♣.",2021-04-23T06:01:26.834Z,161915768683700
"""TMILZ$ @ NfALsuXjZ9"" checks",2021-04-23T06:01:26.020Z,161915768602100
"""GQ @ Tj43FUuDGB"" checks",2021-04-23T06:01:25.169Z,161915768517000
"""kmoney @ 207qEauJ4R"" checks",2021-04-23T06:01:22.396Z,161915768239700
"""kz @ 0a6Ik_ZRiT"" checks",2021-04-23T06:01:19.136Z,161915767913700
"""Eric @ dei7kEnUlw"" checks",2021-04-23T06:01:17.942Z,161915767794300
"River: 9♦, 5♦, 2♠, 2♦ [Q♣]",2021-04-23T06:01:14.822Z,161915767482700
"""TMILZ$ @ NfALsuXjZ9"" checks",2021-04-23T06:01:14.015Z,161915767401600
"""GQ @ Tj43FUuDGB"" checks",2021-04-23T06:01:11.311Z,161915767131200
"""kmoney @ 207qEauJ4R"" checks",2021-04-23T06:01:06.367Z,161915766637200
"""kz @ 0a6Ik_ZRiT"" checks",2021-04-23T06:01:01.449Z,161915766145000
"""Eric @ dei7kEnUlw"" checks",2021-04-23T06:00:59.708Z,161915765970900
"Turn: 9♦, 5♦, 2♠ [2♦]",2021-04-23T06:00:56.213Z,161915765621900
"""TMILZ$ @ NfALsuXjZ9"" checks",2021-04-23T06:00:55.404Z,161915765540500
"""GQ @ Tj43FUuDGB"" checks",2021-04-23T06:00:52.368Z,161915765236900
"""kmoney @ 207qEauJ4R"" checks",2021-04-23T06:00:49.405Z,161915764940500
"""kz @ 0a6Ik_ZRiT"" checks",2021-04-23T06:00:45.632Z,161915764563300
"""Eric @ dei7kEnUlw"" checks",2021-04-23T06:00:43.956Z,161915764395700
"Flop:  [9♦, 5♦, 2♠]",2021-04-23T06:00:39.626Z,161915763962900
"""kz @ 0a6Ik_ZRiT"" calls 35",2021-04-23T06:00:38.803Z,161915763880400
"""Eric @ dei7kEnUlw"" calls 35",2021-04-23T06:00:37.108Z,161915763710900
"""nik @ fYiRGQheT5"" folds",2021-04-23T06:00:35.336Z,161915763533700
"""cw @ CE0qz3cL7r"" folds",2021-04-23T06:00:34.413Z,161915763441400
"""TMILZ$ @ NfALsuXjZ9"" calls 35",2021-04-23T06:00:22.715Z,161915762271600
"""Adi @ YH01OuL_N3"" folds",2021-04-23T06:00:21.464Z,161915762146500
"""GQ @ Tj43FUuDGB"" calls 35",2021-04-23T06:00:20.561Z,161915762056100
"""kmoney @ 207qEauJ4R"" raises to 35",2021-04-23T06:00:18.089Z,161915761809000
"""GGGGunit @ BSJhpWucQ9"" folds",2021-04-23T06:00:16.244Z,161915761624500
"""kz @ 0a6Ik_ZRiT"" calls 10",2021-04-23T06:00:13.467Z,161915761346800
"""Eric @ dei7kEnUlw"" posts a big blind of 10",2021-04-23T06:00:11.643Z,161915761164512
"""nik @ fYiRGQheT5"" posts a small blind of 5",2021-04-23T06:00:11.643Z,161915761164511
"Your hand is 8♥, A♥",2021-04-23T06:00:11.643Z,161915761164504
"Player stacks: #1 ""Adi @ YH01OuL_N3"" (2689) | #2 ""TMILZ$ @ NfALsuXjZ9"" (2430) | #3 ""cw @ CE0qz3cL7r"" (2690) | #4 ""nik @ fYiRGQheT5"" (841) | #5 ""Eric @ dei7kEnUlw"" (1118) | #7 ""kz @ 0a6Ik_ZRiT"" (990) | #8 ""GGGGunit @ BSJhpWucQ9"" (250) | #9 ""kmoney @ 207qEauJ4R"" (1046) | #10 ""GQ @ Tj43FUuDGB"" (1800)",2021-04-23T06:00:11.643Z,161915761164501
"-- starting hand #83  (No Limit Texas Hold'em) (dealer: ""cw @ CE0qz3cL7r"") --",2021-04-23T06:00:11.643Z,161915761164500
"-- ending hand #82 --",2021-04-23T06:00:02.614Z,161915760261802
"""GQ @ Tj43FUuDGB"" collected 1010 from pot with Full House, J's over K's (combination: J♠, J♣, J♥, K♦, K♠)",2021-04-23T06:00:02.614Z,161915760261801
"""GQ @ Tj43FUuDGB"" shows a J♠, J♣.",2021-04-23T06:00:02.614Z,161915760261800
"""GGGGunit @ BSJhpWucQ9"" calls 350",2021-04-23T06:00:01.779Z,161915760178000
"""cw @ CE0qz3cL7r"" folds",2021-04-23T05:59:58.994Z,161915759899400
"""GQ @ Tj43FUuDGB"" raises to 350",2021-04-23T05:59:58.080Z,161915759808100
"""GGGGunit @ BSJhpWucQ9"" bets 130",2021-04-23T05:59:49.542Z,161915758954300
"""cw @ CE0qz3cL7r"" checks",2021-04-23T05:59:33.879Z,161915757388000
"River: K♦, K♠, Q♣, J♥ [2♠]",2021-04-23T05:59:28.475Z,161915756848300
"""GQ @ Tj43FUuDGB"" checks",2021-04-23T05:59:27.641Z,161915756764600
"""GGGGunit @ BSJhpWucQ9"" checks",2021-04-23T05:59:23.937Z,161915756393800
"""cw @ CE0qz3cL7r"" checks",2021-04-23T05:59:07.159Z,161915754716000
"Turn: K♦, K♠, Q♣ [J♥]",2021-04-23T05:59:03.765Z,161915754376800
"""GGGGunit @ BSJhpWucQ9"" calls 60",2021-04-23T05:59:02.955Z,161915754295600
"""Eric @ dei7kEnUlw"" folds",2021-04-23T05:58:49.258Z,161915752925900
"""cw @ CE0qz3cL7r"" calls 60",2021-04-23T05:58:48.341Z,161915752834200
"""GQ @ Tj43FUuDGB"" bets 60",2021-04-23T05:58:44.567Z,161915752456800
"""GGGGunit @ BSJhpWucQ9"" checks",2021-04-23T05:58:41.807Z,161915752180800
"""Eric @ dei7kEnUlw"" checks",2021-04-23T05:58:38.864Z,161915751886400
"""cw @ CE0qz3cL7r"" checks",2021-04-23T05:58:34.775Z,161915751477600
"Flop:  [K♦, K♠, Q♣]",2021-04-23T05:58:30.573Z,161915751057500
"""nik @ fYiRGQheT5"" folds",2021-04-23T05:58:29.764Z,161915750976500
"""cw @ CE0qz3cL7r"" calls 30",2021-04-23T05:58:27.370Z,161915750737100
"""TMILZ$ @ NfALsuXjZ9"" folds",2021-04-23T05:58:24.499Z,161915750450000
"""Adi @ YH01OuL_N3"" folds",2021-04-23T05:58:22.719Z,161915750272000
"""GQ @ Tj43FUuDGB"" calls 30",2021-04-23T05:58:21.071Z,161915750107200
"""kmoney @ 207qEauJ4R"" folds",2021-04-23T05:58:19.897Z,161915749989700
"""GGGGunit @ BSJhpWucQ9"" calls 30",2021-04-23T05:58:18.992Z,161915749899300
"""kz @ 0a6Ik_ZRiT"" folds",2021-04-23T05:58:15.893Z,161915749589400
"""Eric @ dei7kEnUlw"" raises to 30",2021-04-23T05:58:13.763Z,161915749376400
"""nik @ fYiRGQheT5"" posts a big blind of 10",2021-04-23T05:58:09.290Z,161915748929112
"""cw @ CE0qz3cL7r"" posts a small blind of 5",2021-04-23T05:58:09.290Z,161915748929111
"Your hand is 7♣, 7♥",2021-04-23T05:58:09.290Z,161915748929104
"Player stacks: #1 ""Adi @ YH01OuL_N3"" (2689) | #2 ""TMILZ$ @ NfALsuXjZ9"" (2430) | #3 ""cw @ CE0qz3cL7r"" (2780) | #4 ""nik @ fYiRGQheT5"" (851) | #5 ""Eric @ dei7kEnUlw"" (1148) | #7 ""kz @ 0a6Ik_ZRiT"" (990) | #8 ""GGGGunit @ BSJhpWucQ9"" (690) | #9 ""kmoney @ 207qEauJ4R"" (1046) | #10 ""GQ @ Tj43FUuDGB"" (1230)",2021-04-23T05:58:09.290Z,161915748929101
"-- starting hand #82  (No Limit Texas Hold'em) (dealer: ""TMILZ$ @ NfALsuXjZ9"") --",2021-04-23T05:58:09.290Z,161915748929100
"""TMILZ$ @ NfALsuXjZ9"" shows a A♦, A♣.",2021-04-23T05:58:06.924Z,161915748692600
"-- ending hand #81 --",2021-04-23T05:58:05.654Z,161915748565502
"""TMILZ$ @ NfALsuXjZ9"" collected 100 from pot",2021-04-23T05:58:05.654Z,161915748565501
"Uncalled bet of 370 returned to ""TMILZ$ @ NfALsuXjZ9""",2021-04-23T05:58:05.654Z,161915748565500
"""Eric @ dei7kEnUlw"" folds",2021-04-23T05:58:04.846Z,161915748484800
"""nik @ fYiRGQheT5"" folds",2021-04-23T05:58:03.950Z,161915748395100
"""cw @ CE0qz3cL7r"" folds",2021-04-23T05:57:52.974Z,161915747297500
"""TMILZ$ @ NfALsuXjZ9"" raises to 400",2021-04-23T05:57:52.066Z,161915747206700
"""Adi @ YH01OuL_N3"" folds",2021-04-23T05:57:45.910Z,161915746591100
"""GQ @ Tj43FUuDGB"" folds",2021-04-23T05:57:44.984Z,161915746498500
"""kmoney @ 207qEauJ4R"" folds",2021-04-23T05:57:39.101Z,161915745910200
"""GGGGunit @ BSJhpWucQ9"" folds",2021-04-23T05:57:38.199Z,161915745820000
"""kz @ 0a6Ik_ZRiT"" folds",2021-04-23T05:57:35.065Z,161915745506600
"""Eric @ dei7kEnUlw"" calls 30",2021-04-23T05:57:34.160Z,161915745416100
"""nik @ fYiRGQheT5"" raises to 30",2021-04-23T05:57:32.502Z,161915745250300
"""cw @ CE0qz3cL7r"" posts a big blind of 10",2021-04-23T05:57:30.272Z,161915745027312
"""TMILZ$ @ NfALsuXjZ9"" posts a small blind of 5",2021-04-23T05:57:30.272Z,161915745027311
"Your hand is 3♣, 7♠",2021-04-23T05:57:30.272Z,161915745027304
